-5.104637357286343147e-05,-5.540000000000002700e-01,8.082707396767750415e-08,0.000000000000000000e+00,0.000000000000000000e+00
-5.092733434544898657e-05,-5.530000000000002691e-01,8.063416925653746427e-08,0.000000000000000000e+00,0.000000000000000000e+00
-5.080829511819978086e-05,-5.520000000000002682e-01,8.044126454539742439e-08,0.000000000000000000e+00,0.000000000000000000e+00
-5.068925589148325723e-05,-5.510000000000002673e-01,8.024835983425738451e-08,0.000000000000000000e+00,0.000000000000000000e+00
-5.057021666604210772e-05,-5.500000000000002665e-01,8.005545512311734463e-08,0.000000000000000000e+00,0.000000000000000000e+00
-5.045117744327266276e-05,-5.490000000000002656e-01,7.986255041197730475e-08,0.000000000000000000e+00,0.000000000000000000e+00
-5.033213822550812542e-05,-5.480000000000002647e-01,7.966964570083726487e-08,0.000000000000000000e+00,0.000000000000000000e+00
-5.021309901630352008e-05,-5.470000000000002638e-01,7.947674098969722499e-08,0.000000000000000000e+00,0.000000000000000000e+00
-5.009405982046325829e-05,-5.460000000000002629e-01,7.928383627855718510e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.997502064372520220e-05,-5.450000000000002620e-01,7.909093156741714522e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.985598149259925404e-05,-5.440000000000002611e-01,7.889802685627710534e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.973694237450343019e-05,-5.430000000000002602e-01,7.870512214513706546e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.961790329795987822e-05,-5.420000000000002593e-01,7.851221743399702558e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.949886427279094804e-05,-5.410000000000002585e-01,7.831931272285698570e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.937982531031523598e-05,-5.400000000000002576e-01,7.812640801171694582e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.926078642354364247e-05,-5.390000000000002567e-01,7.793350330057690594e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.914174762737541605e-05,-5.380000000000002558e-01,7.774059858943686606e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.902270893879394001e-05,-5.370000000000002549e-01,7.754769387829682618e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.890367037675697723e-05,-5.360000000000002540e-01,7.735478916715678630e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.878463196173632471e-05,-5.350000000000002531e-01,7.716188445601674642e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.866559371550729539e-05,-5.340000000000002522e-01,7.696897974487670653e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.854655566125555950e-05,-5.330000000000002514e-01,7.677607503373666665e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.842751782370812976e-05,-5.320000000000002505e-01,7.658317032259662677e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.830848022926439393e-05,-5.310000000000002496e-01,7.639026561145658689e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.818944290612715424e-05,-5.300000000000002487e-01,7.619736090031654701e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.807040588443361258e-05,-5.290000000000002478e-01,7.600445618917650713e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.795136919638642338e-05,-5.280000000000002469e-01,7.581155147803646725e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.783233287638468561e-05,-5.270000000000002460e-01,7.561864676689642737e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.771329696115496859e-05,-5.260000000000002451e-01,7.542574205575638749e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.759426148988235816e-05,-5.250000000000002442e-01,7.523283734461634761e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.747522650434142153e-05,-5.240000000000002434e-01,7.503993263347630773e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.735619204902726019e-05,-5.230000000000002425e-01,7.484702792233626785e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.723715817122930348e-05,-5.220000000000002416e-01,7.465412321119622796e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.711812492078056643e-05,-5.210000000000002407e-01,7.446121850005618808e-08,0.000000000000000000e+00,0.000000000000000000e+00
-4.699909234958597444e-05,-5.200000000000002398e-01,7.426831378891614820e-08,0.000000000000000000e+00,0.000000000000000000e+00
