0.000000000000000000e+00,-5.540000000000002700e-01,1.077367660878920317e-08,1.474860558082854894e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.530000000000002691e-01,1.074796377678731990e-08,1.471961094338262303e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.520000000000002682e-01,1.072225094478543662e-08,1.469061630593669712e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.510000000000002673e-01,1.069653811278355335e-08,1.466162166849077121e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.500000000000002665e-01,1.067082528078167008e-08,1.463262703104484530e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.490000000000002656e-01,1.064511244877978681e-08,1.460363239359891938e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.480000000000002647e-01,1.061939961677790354e-08,1.457463775615299347e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.470000000000002638e-01,1.059368678477602027e-08,1.454564311870706756e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.460000000000002629e-01,1.056797395277413700e-08,1.451664848126114165e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.450000000000002620e-01,1.054226112077225373e-08,1.448765384381521574e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.440000000000002611e-01,1.051654828877037045e-08,1.445865920636928983e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.430000000000002602e-01,1.049083545676848718e-08,1.442966456892336392e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.420000000000002593e-01,1.046512262476660391e-08,1.440066993147743801e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.410000000000002585e-01,1.043940979276472064e-08,1.437167529403151210e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.400000000000002576e-01,1.041369696076283737e-08,1.434268065658558619e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.390000000000002567e-01,1.038798412876095410e-08,1.431368601913966028e-09,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,-5.380000000000002558e-01,1.036227129675907083e-08,1.428469138169373437e-09,0.000000000000000000e+00,0.000000000000000000e+00
