0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.240704958900308352e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.886112649424537158e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.936223071572685583e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.139103622534475502e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.525055211074074712e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.951477072776065746e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.413262000097281312e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.904066554682915857e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.422654505721332452e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.969025853212531096e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.543180597156510458e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.145118737553271870e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.774840274402815332e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.432345207705140844e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.117633537460247517e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.830705263668134464e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.567296652446939831e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.322799704427053413e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.009687015412072597e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.088950800152796283e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.170071324664876045e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.253048588948311703e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.337882593003103793e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.424573336829251957e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.513120820426756374e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.603525043795616511e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.695786006935833257e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.789903709847405722e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.885878152530334972e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.983709334984619588e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.083353870560931398e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.184568103267817207e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.287151763763154477e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.391104852046941787e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.496427368119180201e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.603119311979869011e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.711180683629008570e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.820611483066598879e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.931411710292639583e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.043581365307131392e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.157120448110073951e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.272028958701466905e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.388306897081310609e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.505954263249603997e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.624971057206349201e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.745357278951545510e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.867112928485192214e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.990238005807288602e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.114732510917836805e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.240596443816835404e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.367730783584579513e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.495983187050388352e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.625300331963283895e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.755682218323265431e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.887128846130332960e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.019640215384487902e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.153216326085728127e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.287857178234055056e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.423562771829467977e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.560333106871967601e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.698168183361552508e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.837068001298224829e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.977032560681982432e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.118061861512828159e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.260155903790759169e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.403314687515775461e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.547538212687878456e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.692826479307069576e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.839179487373345978e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.986597236886706241e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.135079727847151787e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.284626960254689720e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.435238934109311515e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.586915649411018592e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.739608848303761590e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.893212620960335357e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.047669315409586943e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.202978931651516348e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.359141469686122150e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.516156929513404350e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.674025311133367211e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.832746614546006469e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
8.992320839751322126e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.152747986749318443e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.314028055539989737e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.476161046123340270e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.639146958499368623e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.802985792668071952e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.967677548629455941e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.013322222638351633e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.029961982593025454e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.046687034726966914e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.063497379040176298e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.080393015532653465e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.097373944204398128e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.114440165055410716e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.131591678085691086e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.148828483295239096e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.166150580684055029e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.183557970252138745e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.201050651999490100e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.218628625926109237e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
